Sentence_ID,sentence,sen_len,token_index,token,lang_tag,split_token,ID,FORM,UPOS,HEAD ID,HEAD,DEPREL,Categories,,,,,,
722,mira aquí el effective date de tu póliza es julio del ochenta y cinco .,15,4,effective,eng,effective,4,,ADJ,5,date,amod,contraction spa,,,,,,
722,mira aquí el effective date de tu póliza es julio del ochenta y cinco .,15,5,date,eng,date,5,,NOUN,1,mira,nsubj,contraction spa,,,,,,
722,mira aquí el effective date de tu póliza es julio del ochenta y cinco .,15,6,de,spa,de,6,,ADP,0,root,case,contraction spa,,,,,,
722,mira aquí el effective date de tu póliza es julio del ochenta y cinco .,15,7,tu,spa,tu,7,,PRON,8,póliza,nmod,contraction spa,,,,,,
722,mira aquí el effective date de tu póliza es julio del ochenta y cinco .,15,8,póliza,spa,póliza,8,,NOUN,9,es,obj,contraction spa,,,,,,
722,mira aquí el effective date de tu póliza es julio del ochenta y cinco .,15,9,es,spa,es,9,,VERB,5,date,cop,contraction spa,,,,,,
722,mira aquí el effective date de tu póliza es julio del ochenta y cinco .,15,10,julio,spa,julio,10,,PRON,5,date,appos,contraction spa,,,,,,
722,mira aquí el effective date de tu póliza es julio del ochenta y cinco .,15,11,del,spa,de,11,,ADP,12,ochenta,case,contraction spa,,,,,,
722,mira aquí el effective date de tu póliza es julio del ochenta y cinco .,15,,,,el,11.1,,DET,12,ochenta,det,contraction spa,,,,,,
722,mira aquí el effective date de tu póliza es julio del ochenta y cinco .,15,12,ochenta,spa,ochenta,12,,NOUN,14,cinco,obj,contraction spa,,,,,,
722,mira aquí el effective date de tu póliza es julio del ochenta y cinco .,15,13,y,spa,y,13,,CCONJ,14,cinco,cc,contraction spa,,,,,,
722,mira aquí el effective date de tu póliza es julio del ochenta y cinco .,15,14,cinco,spa,cinco,14,,NOUN,9,es,conj,contraction spa,,,,,,
722,mira aquí el effective date de tu póliza es julio del ochenta y cinco .,15,15,.,0,.,15,,PUNCT,1,mira,punct,contraction spa,,,,,,
3671,esto es parte del yard ?,6,1,esto,spa,esto,1,,PRON,2,es,nsubj,contraction spa,,,,,,
3671,esto es parte del yard ?,6,2,es,spa,es,2,,VERB,6,yard,cop,contraction spa,,,,,,
3671,esto es parte del yard ?,6,3,parte,spa,parte,3,,NOUN,2,es,nmod,contraction spa,,,,,,
3671,esto es parte del yard ?,6,4,del,spa,de,4,,ADP,6,yard,case,contraction spa,,,,,,
3671,esto es parte del yard ?,6,,,,el,5,,DET,6,yard,det,contraction spa,,,,,,
3671,esto es parte del yard ?,6,5,yard,eng,yard,6,,NOUN,0,root,root,contraction spa,,,,,,
3671,esto es parte del yard ?,6,6,?,0,?,7,,PUNCT,6,yard,punct,contraction spa,,,,,,
9286,al cruzarlo ya se están muriendo forget it I .,10,1,al,spa,a,1,,ADP,2,el,case,"contraction spa, enclisis",,,,,,
9286,al cruzarlo ya se están muriendo forget it I .,10,,,,el,2,,PRON,3,cruzarlo,obl,"contraction spa, enclisis",,,,,,
9286,al cruzarlo ya se están muriendo forget it I .,10,2,cruzarlo,spa,cruzarlo,3,,VERB,7,muriendo,parataxis,"contraction spa, enclisis",,,,,,
9286,al cruzarlo ya se están muriendo forget it I .,10,3,ya,spa,ya,4,,ADV,7,muriendo,advmod,"contraction spa, enclisis",,,,,,
9286,al cruzarlo ya se están muriendo forget it I .,10,4,se,spa,se,5,,PRON,7,muriendo,expl,"contraction spa, enclisis",,,,,,
9286,al cruzarlo ya se están muriendo forget it I .,10,5,están,spa,están,6,,AUX,7,muriendo,aux,"contraction spa, enclisis",,,,,,
9286,al cruzarlo ya se están muriendo forget it I .,10,6,muriendo,spa,muriendo,7,,VERB,0,root,root,"contraction spa, enclisis",,,,,,
9286,al cruzarlo ya se están muriendo forget it I .,10,7,forget,eng,forget,8,,VERB,7,muriendo,parataxis,"contraction spa, enclisis",,,,,,
9286,al cruzarlo ya se están muriendo forget it I .,10,8,it,eng,it,9,,PRON,8,forget,obj,"contraction spa, enclisis",,,,,,
9286,al cruzarlo ya se están muriendo forget it I .,10,9,I,eng,I,10,,PRON,7,muriendo,dep,"contraction spa, enclisis",,,,,,
9286,al cruzarlo ya se están muriendo forget it I .,10,10,.,0,.,11,,PUNCT,7,muriendo,punct,"contraction spa, enclisis",,,,,,
9653,toda la ropa lo mandaba al dry_cleaner .,8,1,toda,spa,toda,1,,DET,3,ropa,det,contraction spa,,,,,,
9653,toda la ropa lo mandaba al dry_cleaner .,8,2,la,spa,la,2,,DET,3,ropa,det,contraction spa,,,,,,
9653,toda la ropa lo mandaba al dry_cleaner .,8,3,ropa,spa,ropa,3,,NOUN,5,mandaba,obj,contraction spa,,,,,,
9653,toda la ropa lo mandaba al dry_cleaner .,8,4,lo,spa,lo,4,,PRON,5,mandaba,obj,contraction spa,,,,,,
9653,toda la ropa lo mandaba al dry_cleaner .,8,5,mandaba,spa,mandaba,5,,VERB,0,root,root,contraction spa,,,,,,
9653,toda la ropa lo mandaba al dry_cleaner .,8,6,al,spa,a,6,,ADP,8,dry_cleaner,case,contraction spa,,,,,,
9653,toda la ropa lo mandaba al dry_cleaner .,,,,,el,7,,DET,8,dry_cleaner,det,contraction spa,,,,,,
9653,toda la ropa lo mandaba al dry_cleaner .,8,7,dry_cleaner,eng,dry_cleaner,8,,NOUN,5,mandaba,obl,contraction spa,,,,,,
9653,toda la ropa lo mandaba al dry_cleaner .,8,8,.,0,.,9,,PUNCT,5,mandaba,punct,contraction spa,,,,,,
10748,y entonces llego y veo al chamo que nos que nos que nos hizo el boarding el de veintiséis años .,21,1,y,spa,y,1,,CCONJ,3,llego,cc,contraction spa,,,,,,
10748,y entonces llego y veo al chamo que nos que nos que nos hizo el boarding el de veintiséis años .,21,2,entonces,spa,entonces,2,,ADV,3,llego,advmod,contraction spa,,,,,,
10748,y entonces llego y veo al chamo que nos que nos que nos hizo el boarding el de veintiséis años .,21,3,llego,spa,llego,3,,VERB,4,y,conj,contraction spa,,,,,,
10748,y entonces llego y veo al chamo que nos que nos que nos hizo el boarding el de veintiséis años .,21,4,y,spa,y,4,,CCONJ,5,veo,cc,contraction spa,,,,,,
10748,y entonces llego y veo al chamo que nos que nos que nos hizo el boarding el de veintiséis años .,21,5,veo,spa,veo,5,,VERB,0,root,root,contraction spa,,,,,,
10748,y entonces llego y veo al chamo que nos que nos que nos hizo el boarding el de veintiséis años .,21,6,al,spa,a,6,,ADP,8,chamo,case,contraction spa,,,,,,
10748,y entonces llego y veo al chamo que nos que nos que nos hizo el boarding el de veintiséis años .,,,,,el,7,,DET,8,chamo,det,contraction spa,,,,,,
10748,y entonces llego y veo al chamo que nos que nos que nos hizo el boarding el de veintiséis años .,21,7,chamo,spa,chamo,8,,NOUN,5,veo,obj,contraction spa,,,,,,
10748,y entonces llego y veo al chamo que nos que nos que nos hizo el boarding el de veintiséis años .,21,8,que,spa,que,9,,SCONJ,7,el,mark,contraction spa,,,,,,
10748,y entonces llego y veo al chamo que nos que nos que nos hizo el boarding el de veintiséis años .,21,9,nos,spa,nos,10,,PRON,7,el,iobj,contraction spa,,,,,,
10748,y entonces llego y veo al chamo que nos que nos que nos hizo el boarding el de veintiséis años .,21,10,que,spa,que,11,,SCONJ,7,el,mark,contraction spa,,,,,,
10748,y entonces llego y veo al chamo que nos que nos que nos hizo el boarding el de veintiséis años .,21,11,nos,spa,nos,12,,PRON,7,el,rep,contraction spa,,,,,,
10748,y entonces llego y veo al chamo que nos que nos que nos hizo el boarding el de veintiséis años .,21,12,que,spa,que,13,,SCONJ,7,el,mark,contraction spa,,,,,,
10748,y entonces llego y veo al chamo que nos que nos que nos hizo el boarding el de veintiséis años .,21,13,nos,spa,nos,14,,PRON,7,el,rep,contraction spa,,,,,,
10748,y entonces llego y veo al chamo que nos que nos que nos hizo el boarding el de veintiséis años .,21,14,hizo,spa,hizo,15,,VERB,7,el,acl,contraction spa,,,,,,
10748,y entonces llego y veo al chamo que nos que nos que nos hizo el boarding el de veintiséis años .,21,15,el,spa,el,16,,DET,17,boarding,det,contraction spa,,,,,,
10748,y entonces llego y veo al chamo que nos que nos que nos hizo el boarding el de veintiséis años .,21,16,boarding,eng,boarding,17,,NOUN,15,hizo,obj,contraction spa,,,,,,
10748,y entonces llego y veo al chamo que nos que nos que nos hizo el boarding el de veintiséis años .,21,17,el,spa,el,18,,PRON,7,el,dislocated,contraction spa,,,,,,
10748,y entonces llego y veo al chamo que nos que nos que nos hizo el boarding el de veintiséis años .,21,18,de,spa,de,19,,ADP,20,veintiséis,case,contraction spa,,,,,,
10748,y entonces llego y veo al chamo que nos que nos que nos hizo el boarding el de veintiséis años .,21,19,veintiséis,spa,veintiséis,20,,NUM,20,veintiséis,nummod,contraction spa,,,,,,
10748,y entonces llego y veo al chamo que nos que nos que nos hizo el boarding el de veintiséis años .,21,20,años,spa,años,21,,NOUN,7,el,nmod,contraction spa,,,,,,
10748,y entonces llego y veo al chamo que nos que nos que nos hizo el boarding el de veintiséis años .,21,21,.,0,.,22,,PUNCT,5,veo,punct,contraction spa,,,,,,
10989,son cincuenta mil al año including the dorms .,9,1,son,spa,son,1,,VERB,3,mil,cop,contraction spa,,,,,,
10989,son cincuenta mil al año including the dorms .,9,2,cincuenta,spa,cincuenta,2,,NUM,3,mil,nummod,contraction spa,,,,,,
10989,son cincuenta mil al año including the dorms .,9,3,mil,spa,mil,3,,NOUN,0,root,root,contraction spa,,,,,,
10989,son cincuenta mil al año including the dorms .,9,4,al,spa,a,4,,ADP,6,año,case,contraction spa,,,,,,
10989,son cincuenta mil al año including the dorms .,9,,,,el,5,,DET,6,año,det,contraction spa,,,,,,
10989,son cincuenta mil al año including the dorms .,9,5,año,spa,año,6,,NOUN,3,mil,nmod,contraction spa,,,,,,
10989,son cincuenta mil al año including the dorms .,9,6,including,eng,including,7,,ADV,3,mil,advmod,contraction spa,,,,,,
10989,son cincuenta mil al año including the dorms .,9,7,the,eng,the,8,,DET,9,dorms,det,contraction spa,,,,,,
10989,son cincuenta mil al año including the dorms .,9,8,dorms,eng,dorms,9,,NOUN,3,mil,nmod,contraction spa,,,,,,
10989,son cincuenta mil al año including the dorms .,9,9,.,0,.,10,,PUNCT,3,mil,punct,contraction spa,,,,,,
11944,tú fuiste la que hablaste del restaurant .,8,1,tú,spa,tú,1,,PRON,2,fuiste,nsubj,contraction spa,,,,,,
11944,tú fuiste la que hablaste del restaurant .,8,2,fuiste,spa,fuiste,2,,VERB,0,root,root,contraction spa,,,,,,
11944,tú fuiste la que hablaste del restaurant .,8,3,la,spa,la,3,,PRON,1,tú,dislocated,contraction spa,,,,,,
11944,tú fuiste la que hablaste del restaurant .,8,4,que,spa,que,4,,SCONJ,5,hablaste,mark,contraction spa,,,,,,
11944,tú fuiste la que hablaste del restaurant .,8,5,hablaste,spa,hablaste,5,,VERB,1,tú,acl,contraction spa,,,,,,
11944,tú fuiste la que hablaste del restaurant .,8,6,del,spa,de,6,,ADP,8,restaurant,case,contraction spa,,,,,,
11944,tú fuiste la que hablaste del restaurant .,,,,,el,7,,DET,8,restaurant,det,contraction spa,,,,,,
11944,tú fuiste la que hablaste del restaurant .,8,7,restaurant,eng,restaurant,8,,NOUN,5,hablaste,obl,contraction spa,,,,,,
11944,tú fuiste la que hablaste del restaurant .,8,8,.,0,.,9,,PUNCT,2,fuiste,punct,contraction spa,,,,,,
26150,so yo me pongo al final del meeting afuera .,10,1,so,eng,so,1,,ADV,4,pongo,discourse,contraction spa,,,,,,
26150,so yo me pongo al final del meeting afuera .,10,2,yo,spa,yo,2,,PRON,4,pongo,nsubj,contraction spa,,,,,,
26150,so yo me pongo al final del meeting afuera .,10,3,me,spa,me,3,,PRON,4,pongo,obj,contraction spa,,,,,,
26150,so yo me pongo al final del meeting afuera .,10,4,pongo,spa,pongo,4,,VERB,0,root,root,contraction spa,,,,,,
26150,so yo me pongo al final del meeting afuera .,10,5,al,spa,a,5,,ADP,7,final,case,contraction spa,,,,,,
26150,so yo me pongo al final del meeting afuera .,,,,,el,6,,DET,7,final,det,contraction spa,,,,,,
26150,so yo me pongo al final del meeting afuera .,10,6,final,spa,final,7,,NOUN,4,pongo,obl,contraction spa,,,,,,
26150,so yo me pongo al final del meeting afuera .,10,7,del,spa,de,8,,ADP,10,meeting,case,contraction spa,,,,,,
26150,so yo me pongo al final del meeting afuera .,,,,,el,9,,DET,10,meeting,det,contraction spa,,,,,,
26150,so yo me pongo al final del meeting afuera .,10,8,meeting,eng,meeting,10,,NOUN,7,final,nmod,contraction spa,,,,,,
26150,so yo me pongo al final del meeting afuera .,10,9,afuera,spa,afuera,11,,ADV,10,meeting,advmod,contraction spa,,,,,,
26150,so yo me pongo al final del meeting afuera .,10,10,.,0,.,12,,PUNCT,4,pongo,punct,contraction spa,,,,,,
33760,I was bueno te digo que yo soy brava porque yo fui la fotógrafa del el parto de mi hermana .,21,1,I,eng,I,1,,PRON,3,bueno,rep,"contraction spa, slangs/curse",,,,,,
33760,I was bueno te digo que yo soy brava porque yo fui la fotógrafa del el parto de mi hermana .,21,2,was,eng,was,2,,AUX,3,bueno,rep,"contraction spa, slangs/curse",,,,,,
33760,I was bueno te digo que yo soy brava porque yo fui la fotógrafa del el parto de mi hermana .,21,3,bueno,spa,bueno,3,,ADV,5,digo,discourse,"contraction spa, slangs/curse",,,,,,
33760,I was bueno te digo que yo soy brava porque yo fui la fotógrafa del el parto de mi hermana .,21,4,te,spa,te,4,,PRON,5,digo,iobj,"contraction spa, slangs/curse",,,,,,
33760,I was bueno te digo que yo soy brava porque yo fui la fotógrafa del el parto de mi hermana .,21,5,digo,spa,digo,5,,VERB,8,soy,ccomp,"contraction spa, slangs/curse",,,,,,
33760,I was bueno te digo que yo soy brava porque yo fui la fotógrafa del el parto de mi hermana .,21,6,que,spa,que,6,,SCONJ,9,brava,mark,"contraction spa, slangs/curse",,,,,,
33760,I was bueno te digo que yo soy brava porque yo fui la fotógrafa del el parto de mi hermana .,21,7,yo,spa,yo,7,,PRON,9,brava,nsubj,"contraction spa, slangs/curse",,,,,,
33760,I was bueno te digo que yo soy brava porque yo fui la fotógrafa del el parto de mi hermana .,21,8,soy,spa,soy,8,,AUX,9,brava,aux,"contraction spa, slangs/curse",,,,,,
33760,I was bueno te digo que yo soy brava porque yo fui la fotógrafa del el parto de mi hermana .,21,9,brava,spa,brava,9,,ADJ,0,root,root,"contraction spa, slangs/curse",,,,,,
33760,I was bueno te digo que yo soy brava porque yo fui la fotógrafa del el parto de mi hermana .,21,10,porque,spa,porque,10,,SCONJ,12,fui,mark,"contraction spa, slangs/curse",,,,,,
33760,I was bueno te digo que yo soy brava porque yo fui la fotógrafa del el parto de mi hermana .,21,11,yo,spa,yo,11,,PRON,12,fui,nsubj,"contraction spa, slangs/curse",,,,,,
33760,I was bueno te digo que yo soy brava porque yo fui la fotógrafa del el parto de mi hermana .,21,12,fui,spa,fui,12,,AUX,9,brava,aux,"contraction spa, slangs/curse",,,,,,
33760,I was bueno te digo que yo soy brava porque yo fui la fotógrafa del el parto de mi hermana .,21,13,la,spa,la,13,,DET,14,fotógrafa,det,"contraction spa, slangs/curse",,,,,,
33760,I was bueno te digo que yo soy brava porque yo fui la fotógrafa del el parto de mi hermana .,21,14,fotógrafa,spa,fotógrafa,14,,NOUN,11,yo,nmod,"contraction spa, slangs/curse",,,,,,
33760,I was bueno te digo que yo soy brava porque yo fui la fotógrafa del el parto de mi hermana .,21,15,del,spa,de,15,,ADP,18,parto,case,"contraction spa, slangs/curse",,,,,,
33760,I was bueno te digo que yo soy brava porque yo fui la fotógrafa del el parto de mi hermana .,,,,,el,16,,DET,18,parto,det,"contraction spa, slangs/curse",,,,,,
33760,I was bueno te digo que yo soy brava porque yo fui la fotógrafa del el parto de mi hermana .,21,16,el,spa,el,17,,DET,18,parto,rep,"contraction spa, slangs/curse",,,,,,
33760,I was bueno te digo que yo soy brava porque yo fui la fotógrafa del el parto de mi hermana .,21,17,parto,spa,parto,18,,NOUN,14,fotógrafa,nmod,"contraction spa, slangs/curse",,,,,,
33760,I was bueno te digo que yo soy brava porque yo fui la fotógrafa del el parto de mi hermana .,21,18,de,spa,de,19,,ADP,21,.,case,"contraction spa, slangs/curse",,,,,,
33760,I was bueno te digo que yo soy brava porque yo fui la fotógrafa del el parto de mi hermana .,21,19,mi,spa,mi,20,,DET,21,.,det,"contraction spa, slangs/curse",,,,,,
33760,I was bueno te digo que yo soy brava porque yo fui la fotógrafa del el parto de mi hermana .,21,20,hermana,spa,hermana,21,,NOUN,18,parto,nmod,"contraction spa, slangs/curse",,,,,,
33760,I was bueno te digo que yo soy brava porque yo fui la fotógrafa del el parto de mi hermana .,21,21,.,0,.,21,,PUNCT,9,brava,punct,"contraction spa, slangs/curse",,,,,,
43547,just de el .,4,1,just,eng,just,1,,ADV,0,root,root,"contraction spa, ellipses",,,,,,
43547,just de el .,4,2,de,spa,de,2,,ADP,2.1,el,case,"contraction spa, ellipses",,,,,,
43547,just de el .,4,,,,el,2.1,,DET,1,just,det,"contraction spa, ellipses",,,,,,
43547,just de el .,4,4,.,0,.,4,,,,nan,,"contraction spa, ellipses",,,,,,
1177,a new style ahora es like flores and .,9,1,a,eng,a,1,,DET,3,style,det,ellipses,,,,,,
1177,a new style ahora es like flores and .,9,2,new,eng,new,2,,ADJ,3,style,amod,ellipses,,,,,,
1177,a new style ahora es like flores and .,9,3,style,eng,style,3,,NOUN,5,es,nsubj,ellipses,,,,,,
1177,a new style ahora es like flores and .,9,4,ahora,spa,ahora,4,,ADV,5,es,advmod,ellipses,,,,,,
1177,a new style ahora es like flores and .,9,5,es,spa,es,5,,AUX,7,flores,cop,ellipses,,,,,,
1177,a new style ahora es like flores and .,9,6,like,eng,like,6,,ADV,7,flores,advmod,ellipses,,,,,,
1177,a new style ahora es like flores and .,9,7,flores,spa,flores,7,,NOUN,0,root,root,ellipses,,,,,,
1177,a new style ahora es like flores and .,9,8,and,eng,and,8,,CCONJ,7,flores,cc,ellipses,,,,,,
1177,a new style ahora es like flores and .,9,9,.,0,.,9,,PUNCT,7,flores,punct,ellipses,,,,,,
4930,and Paula loves to .,5,1,and,eng,and,1,,CCONJ,3,loves,cc,ellipses,,,,,,
4930,and Paula loves to .,5,2,Paula,spa,Paula,2,,PRON,3,loves,nsubj,ellipses,,,,,,
4930,and Paula loves to .,5,3,loves,eng,loves,3,,VERB,0,root,root,ellipses,,,,,,
4930,and Paula loves to .,5,4,to,eng,to,4,,PREP,3,loves,mark,ellipses,,,,,,
4930,and Paula loves to .,5,5,.,0,.,5,,PUNCT,3,loves,punct,ellipses,,,,,,
10868,just take that one sabe y .,7,1,just,eng,just,1,,ADV,2,take,advmod,ellipses,,,,,,
10868,just take that one sabe y .,7,2,take,eng,take,2,,VERB,0,root,root,ellipses,,,,,,
10868,just take that one sabe y .,7,3,that,eng,that,3,,DET,4,one,det,ellipses,,,,,,
10868,just take that one sabe y .,7,4,one,eng,one,4,,NOUN,2,take,obj,ellipses,,,,,,
10868,just take that one sabe y .,7,5,sabe,spa,sabe,5,,VERB,2,take,ccomp,ellipses,,,,,,
10868,just take that one sabe y .,7,6,y,spa,y,6,,CCONJ,5,sabe,cc,ellipses,,,,,,
10868,just take that one sabe y .,7,7,.,0,.,7,,PUNCT,5,sabe,punct,ellipses,,,,,,
15492,o porcelain whatever .,4,1,o,spa,o,1,,CONJ,2,porcelain,cc,ellipses,,,,,,
15492,o porcelain whatever .,4,2,porcelain,eng,porcelain,2,,NOUN,0,root,root,ellipses,,,,,,
15492,o porcelain whatever .,4,3,whatever,eng,whatever,3,,PRON,2,porcelain,conj,ellipses,,,,,,
15492,o porcelain whatever .,4,4,.,0,.,4,,PUNCT,2,porcelain,punct,ellipses,,,,,,
25283,pero that's .,3,1,pero,spa,pero,1,,SCONJ,2,that,discourse,ellipses,,,,,,
25283,pero that's .,3,2,that's,eng,that,2,,PRON,0,root,root,ellipses,,,,,,
25283,pero that's .,3,,,,s,2.1,,AUX,2,that,cop,ellipses,,,,,,
25283,pero that's .,3,3,.,0,.,3,,PUNCT,2,that,punct,ellipses,,,,,,
27227,todos estamos con un calor and working .,8,1,todos,spa,todos,1,,PRON,2,estamos,nsubject,ellipses,,,,,,
27227,todos estamos con un calor and working .,8,2,estamos,spa,estamos,2,,AUX,0,root,root,ellipses,,,,,,
27227,todos estamos con un calor and working .,8,3,con,spa,con,3,,ADP,5,calor,case,ellipses,,,,,,
27227,todos estamos con un calor and working .,8,4,un,spa,un,4,,DET,5,calor,det,ellipses,,,,,,
27227,todos estamos con un calor and working .,8,5,calor,spa,calor,5,,NOUN,2,estamos,obl,ellipses,,,,,,
27227,todos estamos con un calor and working .,8,6,and,eng,and,6,,CCONJ,7,working,cc,ellipses,,,,,,
27227,todos estamos con un calor and working .,8,7,working,eng,working,7,,VERB,2,estamos,conj,ellipses,,,,,,
27227,todos estamos con un calor and working .,8,8,.,0,.,8,,PUNCT,,nan,punct,ellipses,,,,,,
38063,they didn't er no producía .,6,1,they,eng,they,1,,PRON,2,did,nsubj,ellipses,,,,,,
38063,they didn't er no producía .,6,2,didn't,eng,did,2,,AUX,6,producía,aux,ellipses,,,,,,
38063,they didn't er no producía .,,,,,n't,3,,ADV,6,producía,advmod,ellipses,,,,,,
38063,they didn't er no producía .,6,3,er,eng,er,4,,PART,6,producía,discourse,ellipses,,,,,,
38063,they didn't er no producía .,6,4,no,eng&spa,no,5,,ADV,6,producía,advmod,ellipses,,,,,,
38063,they didn't er no producía .,6,5,producía,spa,producía,6,,VERB,0,root,root,ellipses,,,,,,
38063,they didn't er no producía .,6,6,.,0,.,7,,PUNCT,6,producía,punct,ellipses,,,,,,
39507,regardless it's like if si yo fuera Annie I would look at her and be like .,17,1,regardless,eng,regardless,1,,ADV,2,it,advmod,ellipses,,,,,,
39507,regardless it's like if si yo fuera Annie I would look at her and be like .,17,2,it's,eng,it,2,,PRON,3,'s,nsubj,ellipses,,,,,,
39507,regardless it's like if si yo fuera Annie I would look at her and be like .,,,,,'s,3,,VERB,12,look,cop,ellipses,,,,,,
39507,regardless it's like if si yo fuera Annie I would look at her and be like .,17,3,like,eng,like,4,,SCONJ,12,look,mark,ellipses,,,,,,
39507,regardless it's like if si yo fuera Annie I would look at her and be like .,17,4,if,eng,if,5,,SCONJ,4,like,mark,ellipses,,,,,,
39507,regardless it's like if si yo fuera Annie I would look at her and be like .,17,5,si,spa,si,6,,SCONJ,4,like,rep,ellipses,,,,,,
39507,regardless it's like if si yo fuera Annie I would look at her and be like .,17,6,yo,spa,yo,7,,PRON,8,fuera,nsubj,ellipses,,,,,,
39507,regardless it's like if si yo fuera Annie I would look at her and be like .,17,7,fuera,spa,fuera,8,,VERB,9,Annie,cop,ellipses,,,,,,
39507,regardless it's like if si yo fuera Annie I would look at her and be like .,17,8,Annie,eng&spa,Annie,9,,PROPN,8,fuera,nsubj,ellipses,,,,,,
39507,regardless it's like if si yo fuera Annie I would look at her and be like .,17,9,I,eng,I,10,,PRON,11,would,nsubj,ellipses,,,,,,
39507,regardless it's like if si yo fuera Annie I would look at her and be like .,17,10,would,eng,would,11,,AUX,12,look,cop,ellipses,,,,,,
39507,regardless it's like if si yo fuera Annie I would look at her and be like .,17,11,look,eng,look,12,,VERB,0,root,root,ellipses,,,,,,
39507,regardless it's like if si yo fuera Annie I would look at her and be like .,17,12,at,eng,at,13,,ADP,14,her,case,ellipses,,,,,,
39507,regardless it's like if si yo fuera Annie I would look at her and be like .,17,13,her,eng,her,14,,PRON,12,look,obl?,ellipses,,,,,,
39507,regardless it's like if si yo fuera Annie I would look at her and be like .,17,14,and,eng,and,15,,CCONJ,16,be,cc,ellipses,,,,,,
39507,regardless it's like if si yo fuera Annie I would look at her and be like .,17,15,be,eng,be,16,,VERB,12,look,cop,ellipses,,,,,,
39507,regardless it's like if si yo fuera Annie I would look at her and be like .,17,16,like,eng,like,17,,PART,15,and,disc,ellipses,,,,,,
39507,regardless it's like if si yo fuera Annie I would look at her and be like .,17,17,.,0,.,18,,PUNCT,12,look,punct,ellipses,,,,,,
40639,just like after that palmero .,6,1,just,eng,just,1,,ADV,2,like,advmod,ellipses,,,,,,
40639,just like after that palmero .,6,2,like,eng,like,2,,ADP,5,palmero,case,ellipses,,,,,,
40639,just like after that palmero .,6,3,after,eng,after,3,,ADP,5,palmero,case,ellipses,,,,,,
40639,just like after that palmero .,6,4,that,eng,that,4,,DET,5,palmero,det,ellipses,,,,,,
40639,just like after that palmero .,6,5,palmero,spa,palmero,5,,NOUN,0,root,root,ellipses,,,,,,
40639,just like after that palmero .,6,6,.,0,.,6,,PUNCT,5,palmero,punct,ellipses,,,,,,
45616,ok Jane yo juego contigo pero no se .,9,1,ok,eng,ok,1,,INTJ,2,Jane,disc,ellipses,,,,,,
45616,ok Jane yo juego contigo pero no se .,9,2,Jane,eng&spa,Jane,2,,PROPN,4,juego,vocative,ellipses,,,,,,
45616,ok Jane yo juego contigo pero no se .,9,3,yo,spa,yo,3,,PRON,4,juego,nsubj,ellipses,,,,,,
45616,ok Jane yo juego contigo pero no se .,9,4,juego,spa,juego,4,,VERB,0,root,root,ellipses,,,,,,
45616,ok Jane yo juego contigo pero no se .,9,5,contigo,spa,con,5,,ADP,6,tigo,case,ellipses,,,,,,
45616,ok Jane yo juego contigo pero no se .,,,,,tigo,6,,PRON,4,juego,obl,ellipses,,,,,,
45616,ok Jane yo juego contigo pero no se .,9,6,pero,spa,pero,7,,CCONJ,4,juego,discourse,ellipses,,,,,,
45616,ok Jane yo juego contigo pero no se .,9,7,no,spa,no,8,,ADV,4,juego,dep,ellipses,,,,,,
45616,ok Jane yo juego contigo pero no se .,9,8,se,spa,se,9,,PRON,4,juego,dep,ellipses,,,,,,
45616,ok Jane yo juego contigo pero no se .,9,9,.,0,.,10,,PUNCT,,nan,punct,ellipses,,,,,,
4800,sí sí sí pero they they just .,8,1,sí,spa,sí,1,,ADV,0,root,root,"repitition, ellipses",,,,,,
4800,sí sí sí pero they they just .,8,2,sí,spa,sí,2,,ADV,1,sí,rep,"repitition, ellipses",,,,,,
4800,sí sí sí pero they they just .,8,3,sí,spa,sí,3,,ADV,1,sí,rep,"repitition, ellipses",,,,,,
4800,sí sí sí pero they they just .,8,4,pero,spa,pero,4,,CCONJ,1,sí,discourse,"repitition, ellipses",,,,,,
4800,sí sí sí pero they they just .,8,5,they,eng,they,5,,PRON,7,just,nsubj,"repitition, ellipses",,,,,,
4800,sí sí sí pero they they just .,8,6,they,eng,they,6,,PRON,7,just,rep,"repitition, ellipses",,,,,,
4800,sí sí sí pero they they just .,8,7,just,eng,just,7,,ADV,,nan,advmod,"repitition, ellipses",,,,,,
4800,sí sí sí pero they they just .,8,8,.,0,.,8,,PUNCT,,nan,punct,"repitition, ellipses",,,,,,
5251,pero bueno I checked out the prize and I was like if we are just gonna use .,18,1,pero,spa,pero,1,,CCONJ,4,checked,discourse,"discourse, ellipses",,,,,,
5251,pero bueno I checked out the prize and I was like if we are just gonna use .,18,2,bueno,spa,bueno,2,,ADV,4,checked,discourse,"discourse, ellipses",,,,,,
5251,pero bueno I checked out the prize and I was like if we are just gonna use .,18,3,I,eng,I,3,,PRON,4,checked,nsubj,"discourse, ellipses",,,,,,
5251,pero bueno I checked out the prize and I was like if we are just gonna use .,18,4,checked,eng,checked,4,,VERB,0,root,root,"discourse, ellipses",,,,,,
5251,pero bueno I checked out the prize and I was like if we are just gonna use .,18,5,out,eng,out,5,,ADP,4,checked,comp,"discourse, ellipses",,,,,,
5251,pero bueno I checked out the prize and I was like if we are just gonna use .,18,6,the,eng,the,6,,DET,7,prize,det,"discourse, ellipses",,,,,,
5251,pero bueno I checked out the prize and I was like if we are just gonna use .,18,7,prize,eng,prize,7,,NOUN,4,checked,obj,"discourse, ellipses",,,,,,
